SampleID	Tissue	curated_anno	EXTENDscores
BCC_GSE123813_aPD1@bcc_su001_post|5|0|5	Skin	Treg	0.556453989
BCC_GSE123813_aPD1@bcc_su001_post|5|1	Skin	Treg	0.503781807
BCC_GSE123813_aPD1@bcc_su001_post|5|1|2	Skin	Treg	0.539821838
BCC_GSE123813_aPD1@bcc_su001_post|5|2|1	Skin	CD8T	0.500049132
BCC_GSE123813_aPD1@bcc_su001_post|7|0|1	Skin	CD8T	0.396718631
BCC_GSE123813_aPD1@bcc_su001_post|7|0|2	Skin	CD8T	0.29578076
BCC_GSE123813_aPD1@bcc_su001_post|7|0|3	Skin	CD8T	0.398105488
BCC_GSE123813_aPD1@bcc_su001_post|7|0|4	Skin	CD4Tconv	0.226745757
BCC_GSE123813_aPD1@bcc_su001_post|8|0	Skin	Mono/Macro	0.344301044
BCC_GSE123813_aPD1@bcc_su001_post|8|0|2	Skin	Mono/Macro	0.124503953
BCC_GSE123813_aPD1@bcc_su001_post|8|1|1	Skin	Mono/Macro	0.162920114
BCC_GSE123813_aPD1@bcc_su001_post|8|1|2	Skin	Mono/Macro	0.268570858
BCC_GSE123813_aPD1@bcc_su001_pre|0|0	Skin	Treg	0.799009945
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|10	Skin	CD4Tconv	0.60435106
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|2	Skin	CD4Tconv	0.456249636
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|3	Skin	CD4Tconv	0.414651945
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|4	Skin	CD4Tconv	0.459346046
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|5	Skin	CD4Tconv	0.266123903
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|6	Skin	Treg	0.633523597
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|7	Skin	CD4Tconv	0.283830516
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|8	Skin	CD4Tconv	0.47795244
BCC_GSE123813_aPD1@bcc_su001_pre|0|0|9	Skin	CD4Tconv	0.294437859
BCC_GSE123813_aPD1@bcc_su001_pre|0|1	Skin	CD8T	0.445284549
BCC_GSE123813_aPD1@bcc_su001_pre|1|0|1	Skin	CD4Tconv	0.585237663
BCC_GSE123813_aPD1@bcc_su001_pre|1|0|2	Skin	Treg	0.58204815
BCC_GSE123813_aPD1@bcc_su001_pre|1|0|3	Skin	CD8T	0.379753033
BCC_GSE123813_aPD1@bcc_su001_pre|12|0|1	Skin	CD8T	0.46140311
BCC_GSE123813_aPD1@bcc_su001_pre|15|0|1	Skin	DC	0.555620846
BCC_GSE123813_aPD1@bcc_su001_pre|3|0	Skin	CD4Tconv	0.276545275
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|2	Skin	CD4Tconv	0.256824579
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|3	Skin	CD4Tconv	0.435382144
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|4	Skin	CD4Tconv	0.618316395
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|5	Skin	CD4Tconv	0.405761446
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|6	Skin	Treg	0.425747254
BCC_GSE123813_aPD1@bcc_su001_pre|3|0|7	Skin	CD8T	0.622710052
BCC_GSE123813_aPD1@bcc_su001_pre|4|0|1	Skin	Treg	0.453072055
BCC_GSE123813_aPD1@bcc_su001_pre|4|0|2	Skin	Treg	0.592302755
BCC_GSE123813_aPD1@bcc_su001_pre|4|0|3	Skin	Treg	0.424606976
BCC_GSE123813_aPD1@bcc_su001_pre|4|1|1	Skin	CD8T	0.278851287
BCC_GSE123813_aPD1@bcc_su001_pre|5|0	Skin	CD4Tconv	0.545871144
BCC_GSE123813_aPD1@bcc_su001_pre|5|0|2	Skin	CD4Tconv	0.57302076
BCC_GSE123813_aPD1@bcc_su001_pre|5|0|3	Skin	CD4Tconv	0.263328011
BCC_GSE123813_aPD1@bcc_su001_pre|7|0|1	Skin	CD4Tconv	0.242074577
BCC_GSE123813_aPD1@bcc_su002_post|0|0|1	Skin	CD4Tconv	0.606312398
BCC_GSE123813_aPD1@bcc_su002_post|0|0|2	Skin	CD4Tconv	0.300081751
BCC_GSE123813_aPD1@bcc_su002_post|1|0|1	Skin	CD8T	0.420199289
BCC_GSE123813_aPD1@bcc_su002_pre|0|0|1	Skin	CD4Tconv	0.400591843
BCC_GSE123813_aPD1@bcc_su003_post|3|0|1	Skin	CD4Tconv	0.24991355
BCC_GSE123813_aPD1@bcc_su003_post|8|0|1	Skin	Mono/Macro	0.4904316
BCC_GSE123813_aPD1@bcc_su003_pre|0|0	Skin	CD4Tconv	0.217983899
BCC_GSE123813_aPD1@bcc_su004_post|0|0|1	Skin	CD4Tconv	0.418820884
BCC_GSE123813_aPD1@bcc_su004_post|0|0|2	Skin	CD4Tconv	0.771847694
BCC_GSE123813_aPD1@bcc_su004_post|1|0	Skin	Treg	0.57386007
BCC_GSE123813_aPD1@bcc_su004_post|10|0|1	Skin	CD4Tconv	0.568301553
BCC_GSE123813_aPD1@bcc_su004_post|12|0|1	Skin	CD8T	0.396260272
BCC_GSE123813_aPD1@bcc_su004_post|15|0|1	Skin	DC	0.576629398
BCC_GSE123813_aPD1@bcc_su004_post|15|0|2	Skin	DC	0.328667424
BCC_GSE123813_aPD1@bcc_su004_post|17|0|1	Skin	Mono/Macro	0.242834208
BCC_GSE123813_aPD1@bcc_su004_post|3|0	Skin	CD4Tconv	0.227951801
BCC_GSE123813_aPD1@bcc_su004_post|3|0|2	Skin	CD8T	0.477262222
BCC_GSE123813_aPD1@bcc_su004_post|5|0|1	Skin	CD4Tconv	0.614659602
BCC_GSE123813_aPD1@bcc_su004_post|8|0	Skin	Mono/Macro	0.463059164
BCC_GSE123813_aPD1@bcc_su004_post|8|0|2	Skin	Mono/Macro	0.044037385
BCC_GSE123813_aPD1@bcc_su004_post|8|0|3	Skin	Mono/Macro	0.401303603
BCC_GSE123813_aPD1@bcc_su004_post|8|0|4	Skin	Mono/Macro	0.376821341
BCC_GSE123813_aPD1@bcc_su004_post|8|1|1	Skin	Mono/Macro	0.499102129
BCC_GSE123813_aPD1@bcc_su004_post|8|1|2	Skin	Mono/Macro	0.372086137
BCC_GSE123813_aPD1@bcc_su004_pre|0|0|1	Skin	NK	0.388525627
BCC_GSE123813_aPD1@bcc_su004_pre|0|0|2	Skin	CD4Tconv	0.419382882
BCC_GSE123813_aPD1@bcc_su004_pre|0|0|3	Skin	CD4Tconv	0.087147667
BCC_GSE123813_aPD1@bcc_su004_pre|0|0|4	Skin	CD4Tconv	0.386036718
BCC_GSE123813_aPD1@bcc_su004_pre|0|0|5	Skin	CD8T	0.45160962
BCC_GSE123813_aPD1@bcc_su004_pre|0|1|1	Skin	Treg	0.439798132
BCC_GSE123813_aPD1@bcc_su004_pre|0|1|2	Skin	CD4Tconv	0.28849735
BCC_GSE123813_aPD1@bcc_su004_pre|1|0	Skin	CD4Tconv	0.541028235
BCC_GSE123813_aPD1@bcc_su004_pre|12|0	Skin	CD8T	0.418061371
BCC_GSE123813_aPD1@bcc_su004_pre|3|0|1	Skin	CD4Tconv	0.378465093
BCC_GSE123813_aPD1@bcc_su004_pre|3|1|1	Skin	CD4Tconv	0.366036258
BCC_GSE123813_aPD1@bcc_su004_pre|4|0|1	Skin	Treg	0.386725375
BCC_GSE123813_aPD1@bcc_su004_pre|4|1|1	Skin	CD8T	0.400789275
BCC_GSE123813_aPD1@bcc_su004_pre|5|0|1	Skin	CD4Tconv	0.404582406
BCC_GSE123813_aPD1@bcc_su004_pre|5|0|2	Skin	Treg	0.509808631
BCC_GSE123813_aPD1@bcc_su004_pre|7|0|1	Skin	CD4Tconv	0.243427207
BCC_GSE123813_aPD1@bcc_su005_post|0|0|1	Skin	CD4Tconv	0.382908519
BCC_GSE123813_aPD1@bcc_su005_post|1|0|1	Skin	CD4Tconv	0.536624496
BCC_GSE123813_aPD1@bcc_su005_post|1|0|10	Skin	CD4Tconv	0.701347417
BCC_GSE123813_aPD1@bcc_su005_post|1|0|11	Skin	CD4Tconv	0.686990815
BCC_GSE123813_aPD1@bcc_su005_post|1|0|12	Skin	Treg	0.570668659
BCC_GSE123813_aPD1@bcc_su005_post|1|0|13	Skin	CD4Tconv	0.577043886
BCC_GSE123813_aPD1@bcc_su005_post|1|0|2	Skin	Treg	0.560801372
BCC_GSE123813_aPD1@bcc_su005_post|1|0|3	Skin	CD4Tconv	0.57348574
BCC_GSE123813_aPD1@bcc_su005_post|1|0|4	Skin	CD4Tconv	0.587622042
BCC_GSE123813_aPD1@bcc_su005_post|1|0|5	Skin	Treg	0.520307412
BCC_GSE123813_aPD1@bcc_su005_post|1|0|6	Skin	CD4Tconv	0.639157593
BCC_GSE123813_aPD1@bcc_su005_post|1|0|7	Skin	CD4Tconv	0.554346652
BCC_GSE123813_aPD1@bcc_su005_post|1|0|8	Skin	CD4Tconv	0.448106
BCC_GSE123813_aPD1@bcc_su005_post|1|0|9	Skin	Treg	0.581006202
BCC_GSE123813_aPD1@bcc_su005_post|1|1|1	Skin	CD4Tconv	0.377145363
BCC_GSE123813_aPD1@bcc_su005_post|1|1|2	Skin	CD8T	0.598903239
BCC_GSE123813_aPD1@bcc_su005_post|1|1|3	Skin	CD4Tconv	0.274224494
BCC_GSE123813_aPD1@bcc_su005_post|1|1|4	Skin	CD4Tconv	0.233043693
BCC_GSE123813_aPD1@bcc_su005_post|10|0	Skin	CD4Tconv	0.525785025
BCC_GSE123813_aPD1@bcc_su005_post|10|0|10	Skin	CD4Tconv	0.675211101
BCC_GSE123813_aPD1@bcc_su005_post|10|0|2	Skin	CD4Tconv	0.519248913
BCC_GSE123813_aPD1@bcc_su005_post|10|0|3	Skin	CD4Tconv	0.713205801
BCC_GSE123813_aPD1@bcc_su005_post|10|0|4	Skin	Treg	0.566740755
BCC_GSE123813_aPD1@bcc_su005_post|10|0|5	Skin	CD4Tconv	0.592648505
BCC_GSE123813_aPD1@bcc_su005_post|10|0|6	Skin	CD4Tconv	0.741682033
BCC_GSE123813_aPD1@bcc_su005_post|10|0|7	Skin	CD4Tconv	0.52657942
BCC_GSE123813_aPD1@bcc_su005_post|10|0|8	Skin	CD4Tconv	0.722592483
BCC_GSE123813_aPD1@bcc_su005_post|10|0|9	Skin	CD4Tconv	0.684821342
BCC_GSE123813_aPD1@bcc_su005_post|10|1	Skin	CD4Tconv	0.746850701
BCC_GSE123813_aPD1@bcc_su005_post|10|1|2	Skin	CD4Tconv	0.720049067
BCC_GSE123813_aPD1@bcc_su005_post|10|1|3	Skin	CD4Tconv	0.716739096
BCC_GSE123813_aPD1@bcc_su005_post|10|1|4	Skin	CD4Tconv	0.708206259
BCC_GSE123813_aPD1@bcc_su005_post|11|0	Skin	Tprolif	0.748712032
BCC_GSE123813_aPD1@bcc_su005_post|11|0|2	Skin	Tprolif	0.795143912
BCC_GSE123813_aPD1@bcc_su005_post|11|0|3	Skin	Tprolif	0.832150264
BCC_GSE123813_aPD1@bcc_su005_post|11|0|4	Skin	Tprolif	0.940654162
BCC_GSE123813_aPD1@bcc_su005_post|11|0|5	Skin	Tprolif	0.809369974
BCC_GSE123813_aPD1@bcc_su005_post|11|0|6	Skin	Tprolif	0.824209668
BCC_GSE123813_aPD1@bcc_su005_post|11|0|7	Skin	Tprolif	0.833371646
BCC_GSE123813_aPD1@bcc_su005_post|11|1|1	Skin	Tprolif	0.821338516
BCC_GSE123813_aPD1@bcc_su005_post|11|1|2	Skin	Tprolif	0.793797213
BCC_GSE123813_aPD1@bcc_su005_post|11|1|3	Skin	Tprolif	0.839489575
BCC_GSE123813_aPD1@bcc_su005_post|11|1|4	Skin	Tprolif	0.736474057
BCC_GSE123813_aPD1@bcc_su005_post|11|1|5	Skin	Tprolif	0.781421945
BCC_GSE123813_aPD1@bcc_su005_post|11|1|6	Skin	Tprolif	0.712786812
BCC_GSE123813_aPD1@bcc_su005_post|11|1|7	Skin	Tprolif	0.784881291
BCC_GSE123813_aPD1@bcc_su005_post|11|2|1	Skin	Tprolif	0.825042978
BCC_GSE123813_aPD1@bcc_su005_post|11|2|2	Skin	Tprolif	0.801903314
BCC_GSE123813_aPD1@bcc_su005_post|11|2|3	Skin	Tprolif	0.776131952
BCC_GSE123813_aPD1@bcc_su005_post|11|2|4	Skin	Tprolif	0.730692687
BCC_GSE123813_aPD1@bcc_su005_post|12|0	Skin	CD8T	0.230541443
BCC_GSE123813_aPD1@bcc_su005_post|12|0|2	Skin	CD8T	0.443197627
BCC_GSE123813_aPD1@bcc_su005_post|15|0|1	Skin	DC	0.556322055
BCC_GSE123813_aPD1@bcc_su005_post|15|0|2	Skin	DC	0.538949261
BCC_GSE123813_aPD1@bcc_su005_post|15|0|3	Skin	DC	0.556856496
BCC_GSE123813_aPD1@bcc_su005_post|15|0|4	Skin	DC	0.548611287
BCC_GSE123813_aPD1@bcc_su005_post|15|0|5	Skin	DC	0.480167199
BCC_GSE123813_aPD1@bcc_su005_post|15|0|6	Skin	DC	0.556845525
BCC_GSE123813_aPD1@bcc_su005_post|15|0|7	Skin	DC	0.543728572
BCC_GSE123813_aPD1@bcc_su005_post|15|0|8	Skin	DC	0.366716767
BCC_GSE123813_aPD1@bcc_su005_post|15|1	Skin	DC	0.382248529
BCC_GSE123813_aPD1@bcc_su005_post|15|1|2	Skin	DC	0.52690356
BCC_GSE123813_aPD1@bcc_su005_post|15|1|3	Skin	DC	0.593027757
BCC_GSE123813_aPD1@bcc_su005_post|15|1|4	Skin	DC	0.58575663
BCC_GSE123813_aPD1@bcc_su005_post|15|1|5	Skin	DC	0.231842757
BCC_GSE123813_aPD1@bcc_su005_post|15|1|6	Skin	DC	0.415718411
BCC_GSE123813_aPD1@bcc_su005_post|15|2|1	Skin	DC	0.478490076
BCC_GSE123813_aPD1@bcc_su005_post|16|0|1	Skin	DC	0.697027238
BCC_GSE123813_aPD1@bcc_su005_post|16|0|2	Skin	DC	0.326581678
BCC_GSE123813_aPD1@bcc_su005_post|16|0|3	Skin	DC	0.385373317
BCC_GSE123813_aPD1@bcc_su005_post|16|0|4	Skin	DC	0.154703552
BCC_GSE123813_aPD1@bcc_su005_post|16|0|5	Skin	DC	0.385827879
BCC_GSE123813_aPD1@bcc_su005_post|16|0|6	Skin	DC	0.484554152
BCC_GSE123813_aPD1@bcc_su005_post|17|0|1	Skin	Mono/Macro	0.075442994
BCC_GSE123813_aPD1@bcc_su005_post|2|0	Skin	B	0.403361054
BCC_GSE123813_aPD1@bcc_su005_post|2|0|2	Skin	B	0.703519679
BCC_GSE123813_aPD1@bcc_su005_post|2|0|3	Skin	B	0.75333106
BCC_GSE123813_aPD1@bcc_su005_post|2|0|4	Skin	B	0.439861613
BCC_GSE123813_aPD1@bcc_su005_post|2|0|5	Skin	B	0.563975156
BCC_GSE123813_aPD1@bcc_su005_post|3|0	Skin	CD4Tconv	0.611898456
BCC_GSE123813_aPD1@bcc_su005_post|3|0|10	Skin	CD4Tconv	0.591156512
BCC_GSE123813_aPD1@bcc_su005_post|3|0|11	Skin	CD4Tconv	0.398127886
BCC_GSE123813_aPD1@bcc_su005_post|3|0|12	Skin	CD4Tconv	0.608536431
BCC_GSE123813_aPD1@bcc_su005_post|3|0|2	Skin	CD4Tconv	0.292098393
BCC_GSE123813_aPD1@bcc_su005_post|3|0|3	Skin	CD4Tconv	0.43801028
BCC_GSE123813_aPD1@bcc_su005_post|3|0|4	Skin	CD4Tconv	0.290412903
BCC_GSE123813_aPD1@bcc_su005_post|3|0|5	Skin	Treg	0.427954081
BCC_GSE123813_aPD1@bcc_su005_post|3|0|6	Skin	CD4Tconv	0.288032203
BCC_GSE123813_aPD1@bcc_su005_post|3|0|7	Skin	CD4Tconv	0.459104575
BCC_GSE123813_aPD1@bcc_su005_post|3|0|8	Skin	CD8T	0.727565208
BCC_GSE123813_aPD1@bcc_su005_post|3|0|9	Skin	CD4Tconv	0.259825801
BCC_GSE123813_aPD1@bcc_su005_post|3|1	Skin	CD8T	0.422187983
BCC_GSE123813_aPD1@bcc_su005_post|3|1|2	Skin	NK	0.401184304
BCC_GSE123813_aPD1@bcc_su005_post|4|0	Skin	CD8T	0.560411197
BCC_GSE123813_aPD1@bcc_su005_post|5|0|1	Skin	CD4Tconv	0.551812896
BCC_GSE123813_aPD1@bcc_su005_post|5|0|2	Skin	CD4Tconv	0.587880988
BCC_GSE123813_aPD1@bcc_su005_post|5|0|3	Skin	Treg	0.5757647
BCC_GSE123813_aPD1@bcc_su005_post|5|0|4	Skin	CD4Tconv	0.713770672
BCC_GSE123813_aPD1@bcc_su005_post|5|0|5	Skin	CD4Tconv	0.583187875
BCC_GSE123813_aPD1@bcc_su005_post|5|0|6	Skin	Treg	0.580345522
BCC_GSE123813_aPD1@bcc_su005_post|5|1|1	Skin	CD8T	0.555532817
BCC_GSE123813_aPD1@bcc_su005_post|8|0	Skin	Mono/Macro	0.197664106
BCC_GSE123813_aPD1@bcc_su005_post|8|0|2	Skin	Mono/Macro	0.360722002
BCC_GSE123813_aPD1@bcc_su005_post|8|0|3	Skin	Mono/Macro	0.330973402
BCC_GSE123813_aPD1@bcc_su005_post|8|0|4	Skin	Mono/Macro	0.042530843
BCC_GSE123813_aPD1@bcc_su005_post|8|0|5	Skin	Mono/Macro	0.358016742
BCC_GSE123813_aPD1@bcc_su005_post|8|1|1	Skin	Mono/Macro	0.190666527
BCC_GSE123813_aPD1@bcc_su005_post|8|1|2	Skin	Mono/Macro	0.290154446
BCC_GSE123813_aPD1@bcc_su005_post|8|1|3	Skin	Mono/Macro	0
BCC_GSE123813_aPD1@bcc_su005_post|8|1|4	Skin	Mono/Macro	0.299383687
BCC_GSE123813_aPD1@bcc_su005_pre|0|0	Skin	CD4Tconv	0.478515833
BCC_GSE123813_aPD1@bcc_su005_pre|0|0|2	Skin	CD8T	0.476083817
BCC_GSE123813_aPD1@bcc_su005_pre|0|0|3	Skin	CD8T	0.426736762
BCC_GSE123813_aPD1@bcc_su005_pre|0|0|4	Skin	NK	0.440830351
BCC_GSE123813_aPD1@bcc_su005_pre|0|0|5	Skin	NK	0.289282437
BCC_GSE123813_aPD1@bcc_su005_pre|0|1|1	Skin	CD4Tconv	0.647822683
BCC_GSE123813_aPD1@bcc_su005_pre|0|1|2	Skin	Treg	0.255573924
BCC_GSE123813_aPD1@bcc_su005_pre|0|1|3	Skin	CD4Tconv	0.477692604
BCC_GSE123813_aPD1@bcc_su005_pre|1|0|1	Skin	CD4Tconv	0.628198755
BCC_GSE123813_aPD1@bcc_su005_pre|1|0|2	Skin	CD4Tconv	0.568961509
BCC_GSE123813_aPD1@bcc_su005_pre|1|0|3	Skin	CD4Tconv	0.548244132
BCC_GSE123813_aPD1@bcc_su005_pre|1|0|4	Skin	CD4Tconv	0.579946509
BCC_GSE123813_aPD1@bcc_su005_pre|1|0|5	Skin	CD4Tconv	0.628514712
BCC_GSE123813_aPD1@bcc_su005_pre|1|1|1	Skin	CD8T	0.225189177
BCC_GSE123813_aPD1@bcc_su005_pre|1|1|2	Skin	CD8T	0.240682915
BCC_GSE123813_aPD1@bcc_su005_pre|1|1|3	Skin	CD8T	0.454696115
BCC_GSE123813_aPD1@bcc_su005_pre|1|2	Skin	Treg	0.508496041
BCC_GSE123813_aPD1@bcc_su005_pre|1|2|2	Skin	Treg	0.709219036
BCC_GSE123813_aPD1@bcc_su005_pre|10|0|1	Skin	Treg	0.669808631
BCC_GSE123813_aPD1@bcc_su005_pre|11|0	Skin	Tprolif	0.924803047
BCC_GSE123813_aPD1@bcc_su005_pre|12|0	Skin	CD8T	0.432318601
BCC_GSE123813_aPD1@bcc_su005_pre|12|0|2	Skin	NK	0.489865786
BCC_GSE123813_aPD1@bcc_su005_pre|12|0|3	Skin	CD8T	0.291927897
BCC_GSE123813_aPD1@bcc_su005_pre|15|0	Skin	DC	0.573192451
BCC_GSE123813_aPD1@bcc_su005_pre|15|0|2	Skin	DC	0.528132506
BCC_GSE123813_aPD1@bcc_su005_pre|15|1|1	Skin	DC	0.529694127
BCC_GSE123813_aPD1@bcc_su005_pre|16|0	Skin	DC	0.380531836
BCC_GSE123813_aPD1@bcc_su005_pre|16|0|2	Skin	DC	0.447073159
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|1	Skin	Mono/Macro	0.074284115
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|2	Skin	Mono/Macro	0.194461185
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|3	Skin	Mono/Macro	0.109977574
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|4	Skin	Mono/Macro	0.217550425
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|5	Skin	Mono/Macro	0.093289723
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|6	Skin	Mono/Macro	0.095143929
BCC_GSE123813_aPD1@bcc_su005_pre|17|0|7	Skin	Mono/Macro	0.208352068
BCC_GSE123813_aPD1@bcc_su005_pre|17|1	Skin	Mono/Macro	0.237914477
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|2	Skin	Mono/Macro	0.101401873
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|3	Skin	Mono/Macro	0.073241124
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|4	Skin	Mono/Macro	0.379052597
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|5	Skin	Mono/Macro	0.067214956
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|6	Skin	Mono/Macro	0.109282247
BCC_GSE123813_aPD1@bcc_su005_pre|17|1|7	Skin	Mono/Macro	0.10371963
BCC_GSE123813_aPD1@bcc_su005_pre|3|0	Skin	CD8T	0.577838751
BCC_GSE123813_aPD1@bcc_su005_pre|3|0|2	Skin	CD4Tconv	0.555658517
BCC_GSE123813_aPD1@bcc_su005_pre|3|0|3	Skin	CD4Tconv	0.242506153
BCC_GSE123813_aPD1@bcc_su005_pre|3|0|4	Skin	CD4Tconv	0.44020936
BCC_GSE123813_aPD1@bcc_su005_pre|3|1|1	Skin	CD8T	0.584839658
BCC_GSE123813_aPD1@bcc_su005_pre|4|0	Skin	CD8T	0.41961985
BCC_GSE123813_aPD1@bcc_su005_pre|5|0|1	Skin	CD4Tconv	0.460294069
BCC_GSE123813_aPD1@bcc_su005_pre|5|0|2	Skin	CD8T	0.583967198
BCC_GSE123813_aPD1@bcc_su005_pre|5|0|3	Skin	Treg	0.569916858
BCC_GSE123813_aPD1@bcc_su005_pre|7|0	Skin	CD8T	0.228311949
BCC_GSE123813_aPD1@bcc_su005_pre|8|0	Skin	Mono/Macro	0.166294236
BCC_GSE123813_aPD1@bcc_su005_pre|8|0|2	Skin	Mono/Macro	0.514900757
BCC_GSE123813_aPD1@bcc_su005_pre|8|0|3	Skin	Mono/Macro	0.351426172
BCC_GSE123813_aPD1@bcc_su005_pre|8|0|4	Skin	Mono/Macro	0.20254457
BCC_GSE123813_aPD1@bcc_su005_pre|8|0|5	Skin	Mono/Macro	0.190236781
BCC_GSE123813_aPD1@bcc_su005_pre|8|0|6	Skin	Mono/Macro	0.064665423
BCC_GSE123813_aPD1@bcc_su005_pre|8|1|1	Skin	Mono/Macro	0.158812219
BCC_GSE123813_aPD1@bcc_su005_pre|8|1|2	Skin	Mono/Macro	0.313996714
BCC_GSE123813_aPD1@bcc_su005_pre|8|2	Skin	Mono/Macro	0.203501984
BCC_GSE123813_aPD1@bcc_su006_post|0|0	Skin	CD8T	0.254218387
BCC_GSE123813_aPD1@bcc_su006_post|0|0|10	Skin	CD4Tconv	0.281424428
BCC_GSE123813_aPD1@bcc_su006_post|0|0|11	Skin	CD4Tconv	0.463409177
BCC_GSE123813_aPD1@bcc_su006_post|0|0|12	Skin	CD4Tconv	0.237555572
BCC_GSE123813_aPD1@bcc_su006_post|0|0|13	Skin	CD4Tconv	0.257770366
BCC_GSE123813_aPD1@bcc_su006_post|0|0|14	Skin	CD4Tconv	0.456272035
BCC_GSE123813_aPD1@bcc_su006_post|0|0|15	Skin	CD4Tconv	0.617314957
BCC_GSE123813_aPD1@bcc_su006_post|0|0|16	Skin	CD4Tconv	0.410821059
BCC_GSE123813_aPD1@bcc_su006_post|0|0|17	Skin	CD4Tconv	0.432422475
BCC_GSE123813_aPD1@bcc_su006_post|0|0|18	Skin	CD4Tconv	0.460697398
BCC_GSE123813_aPD1@bcc_su006_post|0|0|19	Skin	CD4Tconv	0.285930797
BCC_GSE123813_aPD1@bcc_su006_post|0|0|2	Skin	Treg	0.613809253
BCC_GSE123813_aPD1@bcc_su006_post|0|0|3	Skin	Treg	0.246312507
BCC_GSE123813_aPD1@bcc_su006_post|0|0|4	Skin	CD4Tconv	0.282490052
BCC_GSE123813_aPD1@bcc_su006_post|0|0|5	Skin	CD4Tconv	0.257698585
BCC_GSE123813_aPD1@bcc_su006_post|0|0|6	Skin	CD4Tconv	0.266475868
BCC_GSE123813_aPD1@bcc_su006_post|0|0|7	Skin	CD4Tconv	0.258039276
BCC_GSE123813_aPD1@bcc_su006_post|0|0|8	Skin	CD4Tconv	0.305684056
BCC_GSE123813_aPD1@bcc_su006_post|0|0|9	Skin	CD4Tconv	0.428960889
BCC_GSE123813_aPD1@bcc_su006_post|0|1	Skin	CD8T	0.263369764
BCC_GSE123813_aPD1@bcc_su006_post|0|1|2	Skin	CD8T	0.590445525
BCC_GSE123813_aPD1@bcc_su006_post|0|1|3	Skin	CD8T	0.291149396
BCC_GSE123813_aPD1@bcc_su006_post|0|1|4	Skin	CD8T	0.267589783
BCC_GSE123813_aPD1@bcc_su006_post|0|1|5	Skin	CD8T	0.588099708
BCC_GSE123813_aPD1@bcc_su006_post|0|1|6	Skin	CD8T	0.230547188
BCC_GSE123813_aPD1@bcc_su006_post|0|1|7	Skin	CD8T	0.42859337
BCC_GSE123813_aPD1@bcc_su006_post|1|0|1	Skin	CD4Tconv	0.598088848
BCC_GSE123813_aPD1@bcc_su006_post|1|0|2	Skin	Treg	0.718789119
BCC_GSE123813_aPD1@bcc_su006_post|10|0|1	Skin	Treg	0.683213715
BCC_GSE123813_aPD1@bcc_su006_post|11|0	Skin	Tprolif	0.820851945
BCC_GSE123813_aPD1@bcc_su006_post|15|0	Skin	DC	0.241535565
BCC_GSE123813_aPD1@bcc_su006_post|16|0	Skin	DC	0.520419419
BCC_GSE123813_aPD1@bcc_su006_post|16|0|2	Skin	DC	0.679240965
BCC_GSE123813_aPD1@bcc_su006_post|16|1	Skin	DC	0.522780476
BCC_GSE123813_aPD1@bcc_su006_post|3|0	Skin	CD4Tconv	0.209498428
BCC_GSE123813_aPD1@bcc_su006_post|3|0|2	Skin	CD4Tconv	0.242753471
BCC_GSE123813_aPD1@bcc_su006_post|3|0|3	Skin	CD4Tconv	0.236531652
BCC_GSE123813_aPD1@bcc_su006_post|3|0|4	Skin	CD4Tconv	0.440717791
BCC_GSE123813_aPD1@bcc_su006_post|3|0|5	Skin	CD4Tconv	0.407381709
BCC_GSE123813_aPD1@bcc_su006_post|3|0|6	Skin	CD4Tconv	0.576522902
BCC_GSE123813_aPD1@bcc_su006_post|3|0|7	Skin	CD4Tconv	0.22588516
BCC_GSE123813_aPD1@bcc_su006_post|3|1|1	Skin	CD8T	0.558176613
BCC_GSE123813_aPD1@bcc_su006_post|3|1|2	Skin	NK	0.430958562
BCC_GSE123813_aPD1@bcc_su006_post|4|0	Skin	Treg	0.557676515
BCC_GSE123813_aPD1@bcc_su006_post|4|0|2	Skin	CD4Tconv	0.545034859
BCC_GSE123813_aPD1@bcc_su006_post|4|0|3	Skin	CD4Tconv	0.419913947
BCC_GSE123813_aPD1@bcc_su006_post|4|1	Skin	CD8T	0.572708718
