SampleID	EXTENDScores	Samples	Tissues	SenescenceGenes	ClusterNo	ClusterMean	EXTENDclass
UACC812_BREAST	0.646573785	UACC812	Breast	0.943356628912059	2	0.650899640438531	High
UACC893_BREAST	0.520074952	UACC893	Breast	0.84257014768766	1	0.399361136386076	Low
UBLC1_URINARY_TRACT	0.311355995	UBLC1	UrinaryTract	1.26018954575916	1	0.399361136386076	Low
UMUC1_URINARY_TRACT	0.499978854	UMUC1	UrinaryTract	1.28047148914514	1	0.399361136386076	Low
UMUC3_URINARY_TRACT	0.684485439	UMUC3	UrinaryTract	1.17550180872394	2	0.650899640438531	High
UO31_KIDNEY	0.498662065	UO31	Kidney	1.27185451655096	1	0.399361136386076	Low
UOK101_KIDNEY	0.523548531	UOK101	Kidney	1.12355362812402	1	0.399361136386076	Low
VCAP_PROSTATE	0.580571564	VCAP	Prostate	0.779367801844006	2	0.650899640438531	High
VMCUB1_URINARY_TRACT	0.598230762	VMCUB1	UrinaryTract	1.24183950238605	2	0.650899640438531	High
VMRCRCW_KIDNEY	0.285715823	VMRCRCW	Kidney	1.09212159539306	1	0.399361136386076	Low
VMRCRCZ_KIDNEY	0.589909593	VMRCRCZ	Kidney	1.1346013920807	2	0.650899640438531	High
WM115_SKIN	0.334450531	WM115	Skin	1.19749257725849	1	0.399361136386076	Low
WM1799_SKIN	0.602450174	WM1799	Skin	1.0729502990784	2	0.650899640438531	High
WM2664_SKIN	0.516970827	WM2664	Skin	1.09989072185074	1	0.399361136386076	Low
WM793_SKIN	0.567393133	WM793	Skin	1.40285297391993	2	0.650899640438531	High
WM88_SKIN	0.570458425	WM88	Skin	1.0547073590966	2	0.650899640438531	High
WM983B_SKIN	0.745366549	WM983B	Skin	1.12403585802022	2	0.650899640438531	High
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.585215218	WSUDLCL2	Haematpoetic&Lymphoid	0.910709437216298	2	0.650899640438531	High
X22RV1_PROSTATE	0.887063839	X22RV1	Prostate	0.718523548548633	2	0.650899640438531	High
X2313287_STOMACH	0.451734068	X2313287	Stomach	0.89631247786655	1	0.399361136386076	Low
X253J_URINARY_TRACT	0.246074396	X253J	UrinaryTract	1.14448690137489	1	0.399361136386076	Low
X253JBV_URINARY_TRACT	0.480394057	X253JBV	UrinaryTract	1.17860525591327	1	0.399361136386076	Low
X42MGBA_CENTRAL_NERVOUS_SYSTEM	0.576589508	X42MGBA	CNS	1.18377523943244	2	0.650899640438531	High
X5637_URINARY_TRACT	0.394925473	X5637	UrinaryTract	1.30084136717156	1	0.399361136386076	Low
X59M_OVARY	0.169429302	X59M	Ovary	1.19241128019527	1	0.399361136386076	Low
X639V_URINARY_TRACT	0.654683913	X639V	UrinaryTract	1.03213470275813	2	0.650899640438531	High
X647V_URINARY_TRACT	0.409426662	X647V	UrinaryTract	1.11558935590572	1	0.399361136386076	Low
X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.69748223	X697	Haematpoetic&Lymphoid	0.767522255282891	2	0.650899640438531	High
X769P_KIDNEY	0.595809339	X769P	Kidney	1.15131095081324	2	0.650899640438531	High
X786O_KIDNEY	0.71103952	X786O	Kidney	1.14511944454968	2	0.650899640438531	High
X8305C_THYROID	0.320456118	X8305C	Thyroid	1.34552016087326	1	0.399361136386076	Low
X8505C_THYROID	0.548109538	X8505C	Thyroid	1.26357114840297	2	0.650899640438531	High
X8MGBA_CENTRAL_NERVOUS_SYSTEM	0.475272791	X8MGBA	CNS	1.27870878797911	1	0.399361136386076	Low
YAPC_PANCREAS	0.499155267	YAPC	Pancreas	1.16705628994265	1	0.399361136386076	Low
YD10B_UPPER_AERODIGESTIVE_TRACT	0.389833957	YD10B	UpperAeroDigestiveTract	1.2450808147541	1	0.399361136386076	Low
YD15_SALIVARY_GLAND	0.457411142	YD15	SalivaryGland	1.14780440303863	1	0.399361136386076	Low
YD38_UPPER_AERODIGESTIVE_TRACT	0.376875415	YD38	UpperAeroDigestiveTract	1.26705753236427	1	0.399361136386076	Low
YD8_UPPER_AERODIGESTIVE_TRACT	0.231839629	YD8	UpperAeroDigestiveTract	1.28381533726882	1	0.399361136386076	Low
YH13_CENTRAL_NERVOUS_SYSTEM	0.402497848	YH13	CNS	1.36279955564811	1	0.399361136386076	Low
YKG1_CENTRAL_NERVOUS_SYSTEM	0.405875509	YKG1	CNS	1.08421002709798	1	0.399361136386076	Low
ZR751_BREAST	0.445258434	ZR751	Breast	0.922674319638511	1	0.399361136386076	Low
ZR7530_BREAST	0.263772184	ZR7530	Breast	0.842068320875716	1	0.399361136386076	Low
